Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2019,7,General City Responsibilities,102644,,21,"Prof & Tech Eng, Local 21",5300,Sub-Professional Engineering,5382,"StdntDsgnTrain3, Arch/Eng/Plng",8551199,0,71.27,0,71.27,0,0,5.64,5.64,76.91
Calendar,2019,7,General City Responsibilities,232300,,790,"SEIU, Local 1021, Misc",9900,Public Service Aide,9910,Public Service Trainee,8524365,2482.5,0,32.4,2514.9,0,0,195.18,195.18,2710.08
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,8513137,89914.82,4734.05,3884.12,98532.99,17435.77,9463.14,7998.94,46501.07,145034.06
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,216,"Teamsters, Local 853",7300,Journeyman Trade,7355,Truck Driver,8517690,26131.98,109.33,2142.41,28383.72,6595.97,5065.68,3014.51,17444.86,45828.58
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8508221,6066.23,0,1075.37,7141.6,0,0,453.86,453.86,7595.46
Calendar,2019,7,General City Responsibilities,102644,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8201,School Crossing Guard,8533133,8231.6,0,0,8231.6,0,0,647.05,647.05,8878.65
Calendar,2019,7,General City Responsibilities,232325,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,8534683,19800,0,0,19800,4451.04,10742.2,1604.34,16465.28,36265.28
Calendar,2019,4,Community Health,DPH,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1093,IT Operations Support Admn III,8510054,23485.02,0,0,23485.02,4487.98,0,1890.28,6378.26,29863.28
Calendar,2019,7,General City Responsibilities,229982,,535,"SEIU, Local 1021, Misc",2900,Human Services,2914,Social Work Supervisor,8553155,88530.05,0,1320,89850.05,17175.76,11935.82,7331.84,51110.74,140960.79
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2303,Patient Care Assistant,8525199,55399,33677.18,5270.05,94346.23,11689.22,11935.74,7223.52,45515.92,139862.15
Calendar,2019,5,Culture & Recreation,LIB,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1095,IT Operations Support Admin V,8493098,72280.1,0,2444,74724.1,13907.81,11935.82,5868.73,38297.52,113021.62
Calendar,2019,7,General City Responsibilities,208646,,21,"Prof & Tech Eng, Local 21",1600,"Payroll, Billing & Accounting",1654,Accountant III,8497013,86855.1,0,0,86855.1,16602.96,11935.82,6916.8,50122.88,136977.98
Calendar,2019,7,General City Responsibilities,102644,,200,"TWU, Local 200",9100,Street Transit,9139,Transit Supervisor,8560551,62095.64,17151.76,7352.4,86599.8,12910.83,4192.12,6504.13,38707.8,125307.6
Calendar,2019,7,General City Responsibilities,232331,,499,Sheriffs' Mgrs and Supv (MSA),8300,Correction & Detention,8308,Sheriff's Sergeant,8526928,117481.8,10192.25,18769.75,146443.8,41502.35,11817.32,2505.06,69860.43,216304.23
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8592086,6819.38,578.15,619.03,8016.56,0,0,497.33,497.33,8513.89
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q002,Police Officer,9820142,37576,0,0,37576,6996.64,11935.8,2894.71,22652.53,60228.53
Calendar,2019,7,General City Responsibilities,229975,,790,"SEIU, Local 1021, Misc",1800,"Budget, Admn & Stats Analysis",1822,Administrative Analyst,8559815,86899.01,0,0,86899.01,16611.51,11950.62,7080.51,50309.56,137208.57
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8507493,24135.75,0,3821.29,27957.04,0,0,1562.71,1562.71,29519.75
Calendar,2019,7,General City Responsibilities,240658,,22,"Prof & Tech Eng, Local 21",1200,Personnel,1241,Human Resources Analyst,8555468,59744.82,1.93,0,59746.75,11417.2,11713.7,4783.15,36804.75,96551.5
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q002,Police Officer,8491155,79167.11,14475.04,4356.2,97998.35,15090.05,11787.76,1643.25,42903.88,140902.23
Calendar,2019,4,Community Health,DPH,,535,"SEIU, Local 1021, Misc",2900,Human Services,2903,Hospital Eligibility Worker,8589016,8298,0.25,120,8418.25,1892.37,3580.74,674.6,6036.93,14455.18
Calendar,2019,4,Community Health,DPH,,535,"SEIU, Local 1021, Misc",2900,Human Services,2903,Hospital Eligibility Worker,8501043,2904,54.45,0,2958.45,554.95,1193.56,252.27,1963.9,4922.35
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q003,Police Officer 2,8493880,112532.27,35828.64,3274.23,151635.14,21084.4,11639.68,2547.33,49513.91,201149.05
Calendar,2019,5,Culture & Recreation,REC,,790,"SEIU, Local 1021, Misc",3200,Recreation,3279,Recreation Leader,8604816,1770.3,0,0,1770.3,0,0,137.4,137.4,1907.7
Calendar,2019,7,General City Responsibilities,229982,,21,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,8493125,88160,0,0,88160,16847.4,11935.78,6795.93,46776.49,134936.49
Calendar,2019,7,General City Responsibilities,228996,,261,"Laborers, Local 261",7200,Supervisory-Labor & Trade,7220,Asphalt Finisher Supervisor 1,8592039,90988.01,10968.91,14997.4,116954.32,20260.04,11935.78,9150.96,56014.2,172968.52
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8540467,102604,0,14571.31,117175.31,21263.55,10751.26,305.58,47018.79,164194.1
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,39,"Stationary Engineers, Local 39",5100,Administrative-DPW/PUC,5148,Water Operations Analyst,8496872,134306.6,0,0,134306.6,25016.96,11935.8,9840.81,61345.57,195652.17
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8598009,67285.18,17721.55,1404.63,86411.36,13032.05,12069.02,6608.48,46661.85,133073.21
Calendar,2019,7,General City Responsibilities,209644,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1450,Executive Secretary 1,8560700,21072,0,0,21072,4026.88,9548.62,1696.06,14976.2,36048.2
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8583703,1208.55,0,40.29,1248.84,0,0,97.8,97.8,1346.64
Calendar,2019,1,Public Protection,DAT,,311,Municipal Attorneys Assoc,8100,Legal & Court,8177,Attorney (Civil/Criminal),8604465,121594.52,0,1500,123094.52,23025.87,11935.82,9722.45,59351.42,182445.94
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q082,Captain 3,8551516,193996.21,0,4681.26,198677.47,36052.21,11935.78,3355.45,65909.86,264587.33
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8533252,60133.74,20028.04,6789.46,86631.3,13487.42,10351.54,7014.45,46499.45,133130.75
Calendar,2019,7,General City Responsibilities,229982,,261,"Laborers, Local 261",9900,Public Service Aide,9916,Public Svc Aide-Public Works,10200177,5420.1,0,173.41,5593.51,0,0,449.82,449.82,6043.33
Calendar,2019,7,General City Responsibilities,232300,,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,10350137,9396,0,0,9396,0,4828.76,740.76,5427.5,14823.5
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2914,Social Work Supervisor,8556181,84788.05,10062.57,18554.99,113405.61,17056.57,11950.58,8968.84,51486.31,164891.92
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,38,"Plumbers, Local 38",7400,Skilled Labor,7464,Utility Plumber Apprentice II,8549506,87651.74,25362.09,5396.23,118410.06,17365.58,11935.72,9649.89,52216.13,170626.19
Calendar,2019,7,General City Responsibilities,232331,,498,Deputy Sheriffs' Assoc (DSA),8300,Correction & Detention,8304,Deputy Sheriff,8535441,98591,23412.25,18312.57,140315.82,35360.25,11935.74,2222.28,64185.67,204501.49
Calendar,2019,4,Community Health,DPH,,21,"Prof & Tech Eng, Local 21",2500,Med Therapy & Auxiliary,2593,Health Program Coordinator 3,8596193,93735.34,0,0,93735.34,17912.84,11772.9,7640.65,50279.79,144015.13
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2300,Nursing,2302,Nursing Assistant,8510071,0,25.2,0,25.2,0,0,67.65,67.65,92.85
Calendar,2019,7,General City Responsibilities,228996,,22,"Prof & Tech Eng, Local 21",1200,Personnel,1244,Senior Human Resources Analyst,8567379,111111.04,0,0,111111.04,21158.05,11950.6,8981.74,56757.33,167868.37
Calendar,2019,7,General City Responsibilities,228883,,21,"Prof & Tech Eng, Local 21",6100,Health & Sanitation Inspection,6139,Senior Industrial Hygienist,8549395,132936.05,0,0,132936.05,24760.96,11935.74,9790.89,61169.39,194105.44
Calendar,2019,1,Public Protection,POL,,21,"Prof & Tech Eng, Local 21",8100,Legal & Court,8173,Legal Assistant,8577171,82203.01,0,0,82203.01,15713.88,11817.3,6545.99,48646.71,130849.72
Calendar,2019,5,Culture & Recreation,LIB,,790,"SEIU, Local 1021, Misc",3600,Library,3634,Librarian 3,8555887,49082.01,0,446.22,49528.23,9464.84,11935.78,4020.81,26208.93,75737.16
Calendar,2019,6,General Administration & Finance,ADM,,790,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2708,Custodian,8555507,53675,1885.72,456.34,56017.06,10347.87,0,4614.65,14962.52,70979.58
Calendar,2019,7,General City Responsibilities,232331,,498,Deputy Sheriffs' Assoc (DSA),8300,Correction & Detention,8304,Deputy Sheriff,8535468,98591,62397.2,18221.51,179209.71,37955.94,11935.74,3032.78,67591.88,246801.59
Calendar,2019,1,Public Protection,DAT,,311,Municipal Attorneys Assoc,8100,Legal & Court,8177,Attorney (Civil/Criminal),8566330,77242.65,0,6475.91,83718.56,15254.34,5065.7,6841.15,42008.37,125726.93
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,216,"Teamsters, Local 853",7300,Journeyman Trade,7355,Truck Driver,8555188,63825.76,17694.99,3902.14,85422.89,12604.74,11935.66,7067.58,40651.28,126074.17
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5201,Junior Engineer,8524835,57565.06,474.61,0,58039.67,11000.68,11950.58,4576.8,36644.92,94684.59
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8503674,66731.69,8669.64,1466.06,76867.39,12938.52,11832.14,5981.9,45725.42,122592.81
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,8559960,141602.01,0,569.88,142171.89,26385.82,10766.06,7496.75,59346.65,201518.54
Calendar,2019,5,Culture & Recreation,REC,,790,"SEIU, Local 1021, Misc",3200,Recreation,3286,Recreation Coordinator,8604417,51734,0,84.54,51818.54,9906.23,7161.48,4221.22,36103.97,87922.51
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7371,Electrical Transit System Mech,8594241,84315.3,33546.44,8032.35,125894.09,17768.33,11935.78,8637.18,53008.65,178902.74
Calendar,2019,7,General City Responsibilities,240658,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1053,IS Business Analyst-Senior,8516312,20240,0,0,20240,0,6013.24,934.3,6742.16,26982.16
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,790,"SEIU, Local 1021, Misc",1800,"Budget, Admn & Stats Analysis",1842,Management Assistant,8535342,79080.4,0,0,79080.4,15116.79,11935.78,6424.69,48144.66,127225.06
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8557312,72045.16,34019.53,6363.88,112428.57,14889.27,12868.56,8793.5,52592.87,165021.44
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8603547,49338.85,8404.35,965.53,58708.73,11186.03,12557.62,4270.82,40646.83,99355.56
Calendar,2019,5,Culture & Recreation,REC,,250,"SEIU, Local 1021, Misc",2600,Dietary & Food,2654,Cook,8533376,0,6.44,0,6.44,0,0,0.51,0.51,6.95
Calendar,2019,7,General City Responsibilities,232300,,216,"Teamsters, Local 853",7300,Journeyman Trade,7355,Truck Driver,8604524,81363,6672.67,1516.31,89551.98,15843.15,11935.8,7237.23,49683.52,139235.5
Calendar,2019,7,General City Responsibilities,229982,,351,"Municipal Exec Assoc, Misc",900,Management,941,Manager VI,8514715,135665.11,0,0,135665.11,25260.91,0,22986.2,48247.11,183912.22
Calendar,2019,4,Community Health,DPH,,790,"SEIU, Local 1021, Misc",2900,Human Services,2920,Medical Social Worker,8566037,16133.11,0,0,16133.11,11373.89,2800.34,4888.65,33536.78,49669.89
Calendar,2019,7,General City Responsibilities,228883,,790,"SEIU, Local 1021, Misc",1600,"Payroll, Billing & Accounting",1224,Pr Payroll & Personnel Clerk,8553089,76344.03,1252.49,506.85,78103.37,14688.23,11950.6,6920.11,46048.72,124152.09
Calendar,2019,7,General City Responsibilities,230010,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H020,"Lieutenant, Fire Suppression",8557129,113819.17,53302.59,11150.33,178272.09,24265.06,14186.36,3175.32,59234.26,237506.35
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2904,Human Services Technician,8555855,23476.43,73.96,539.53,24089.92,5398.78,0,1957.47,7356.25,31446.17
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2302,Nursing Assistant,8532718,30360,14206.2,3033.12,47599.32,6416.71,11935.82,3859.04,21842.31,69441.63
Calendar,2019,7,General City Responsibilities,230001,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8226,Museum Guard,8568918,47128.17,1554.09,456.31,49138.57,9983.02,8485.92,4397.45,36383.89,85522.46
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q004,Police Officer 3,8576772,86655.67,30225.73,4065.57,120946.97,16158.15,11506.42,2076.08,36973.21,157920.18
Calendar,2019,1,Public Protection,PDR,,790,"SEIU, Local 1021, Misc",8400,Probation & Parole,8446,Court Alternative Specialist 1,8587456,69900.02,0,920,70820.02,13537.87,11935.82,5817.17,45958.2,116778.22
Calendar,2019,5,Culture & Recreation,FAM,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8226,Museum Guard,8568924,62634.1,7725.19,552,70911.29,12079.06,11935.82,5797.14,44479.36,115390.65
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q003,Police Officer 2,8493875,88236.01,7169.22,761.58,96166.81,17150.89,11639.68,1634.23,40112.3,136279.11
Calendar,2019,7,General City Responsibilities,229975,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5201,Junior Engineer,8534817,31557.01,0,0,31557.01,7244.57,5954.08,2552.92,21273.67,52830.68
Calendar,2019,1,Public Protection,POL,,21,"Prof & Tech Eng, Local 21",8200,Protection & Apprehension,8260,Criminalist II,8493811,96209.76,0,0,96209.76,18391.21,11935.78,7744.06,52752.81,148962.57
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8552654,64390.74,20036.85,1326.33,85753.92,12468.47,12424.4,6369.81,44706.12,130460.04
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8495856,38054.12,0,273.7,38327.82,0,0,677.75,677.75,39005.57
Calendar,2019,7,General City Responsibilities,229982,,351,"Municipal Exec Assoc, Misc",900,Management,932,Manager IV,8514565,133302.8,0,0,133302.8,24821.03,0,15488.52,40309.55,173612.35
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,790,"SEIU, Local 1021, Misc",1800,"Budget, Admn & Stats Analysis",1822,Administrative Analyst,8571123,41457.71,0,509.65,41967.36,7922.54,7197.76,3400.03,26338.95,68306.31
Calendar,2019,7,General City Responsibilities,228996,,21,"Prof & Tech Eng, Local 21",5300,Sub-Professional Engineering,5366,Engineering Associate 2,8592381,71059.8,0,0,71059.8,13580.74,11935.76,5758.26,39103.42,110163.22
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,21,"Prof & Tech Eng, Local 21",5300,Sub-Professional Engineering,5302,Traffic Survey Technician,8557365,63807,0,0,63807,12197.78,9548.58,4944.3,40289.7,104096.7
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,9170167,66634.61,1226.75,7540.87,75402.23,13811.48,0,6064.17,19875.65,95277.88
Calendar,2019,7,General City Responsibilities,228996,,21,"Prof & Tech Eng, Local 21",9200,Airport Operation,9255,Airport Economic Planner,8602479,124318,0,0,124318,23155.8,11935.8,9574.69,59333.61,183651.61
Calendar,2019,5,Culture & Recreation,WAR,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8207,Bldg & Grounds Patrol Officer,10180140,11404.26,0,449.18,11853.44,0,0,920.01,920.01,12773.45
Calendar,2019,2,"Public Works, Transportation & Commerce",AIR,,351,"Municipal Exec Assoc, Misc",900,Management,942,Manager VII,8602471,196102.03,0,0,196102.03,36526.64,11935.76,18701.76,81831.5,277933.53
Calendar,2019,7,General City Responsibilities,228883,,130,"Auto Machinist, Local 1414",7300,Journeyman Trade,7315,Auto Machinist Asst Sprv,8555512,97098.02,0,0,97098.02,18561.18,10588.4,7992.83,51845.03,148943.05
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q062,Lieutenant 3,8577213,78671.94,9068.99,3406.13,91147.06,14513.4,11935.78,1548.26,29942.38,121089.44
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,261,"Laborers, Local 261",9900,Public Service Aide,9916,Public Svc Aide-Public Works,8499350,11525.54,0,751.49,12277.03,641.62,0,1014.53,1656.15,13933.18
Calendar,2019,7,General City Responsibilities,232300,,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3422,Park Section Supervisor,8601565,92253.8,14926.72,1816.77,108997.29,17982.87,10247.86,8300.65,51242.94,160240.23
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q002,Police Officer,8497568,80943.53,0,2144.96,83088.49,15846.56,11935.78,611.31,43061.03,126149.52
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2312,Licensed Vocational Nurse,8543601,0,526.94,0,526.94,0,0,41.73,41.73,568.67
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,8534826,102785.04,7768.67,15503.71,126057.42,21997.92,10544,8257.11,53787.01,179844.43
Calendar,2019,7,General City Responsibilities,229982,,790,"SEIU, Local 1021, Misc",9900,Public Service Aide,9910,Public Service Trainee,10650139,1090.25,0,0,1090.25,0,0,92.45,92.45,1182.7
Calendar,2019,5,Culture & Recreation,REC,,790,"SEIU, Local 1021, Misc",1800,"Budget, Admn & Stats Analysis",1820,Junior Administrative Analyst,8601452,46962,4203.25,214.01,51379.26,10605.18,11935.76,4102.59,35527.57,86906.83
Calendar,2019,7,General City Responsibilities,232300,,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,8524947,0,3.12,0,3.12,0,0,0.25,0.25,3.37
Calendar,2019,4,Community Health,DPH,,535,"SEIU, Local 1021, Misc",2900,Human Services,2903,Hospital Eligibility Worker,8525355,5532,0,0,5532,1057.16,2387.16,446.83,3817.31,9349.31
